"","master_species","family_molecules","Age.at.maturity","Calcification.rate","Chlorophyll.a","Coloniality","Corallite.width.maximum","Gross.photosynthesis","Growth.form.typical","Growth.rate","Ocean.basin","Oocyte.size.at.maturity","Polyp.fecundity","Polyps.per.area","Propagule.size.on.release","Protein.biomass","Skeletal.density","Tissue.thickness","Total.biomass","Zooxanthellate","Colony.maximum.diameter","Genus","Species"
"244","Cantharellus noumeae","Fungiidae",NA,NA,NA,"both",2.30102999566398,NA,"encrusting",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",1.30102999566398,"Cantharellus","noumeae"
"245","Catalaphyllia jardinei","Merulinidae",NA,NA,NA,"colonial",1.32837960343874,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2,"Catalaphyllia","jardinei"
"246","Caulastraea connata","Merulinidae",NA,NA,NA,"colonial",1.43933269383026,NA,"massive",NA,"pacific",NA,NA,-0.787812395596042,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Caulastraea","connata"
"247","Caulastraea curvata","Merulinidae",NA,NA,NA,"colonial",1.1430148002541,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2,"Caulastraea","curvata"
"248","Caulastraea echinulata","Merulinidae",NA,NA,NA,"colonial",1.13987908640124,NA,"massive",NA,"pacific",NA,NA,-0.254925208417942,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Caulastraea","echinulata"
"249","Caulastraea furcata","Merulinidae",NA,NA,NA,"colonial",1.10720996964787,NA,"massive",NA,"pacific",NA,NA,-0.408935392973501,NA,NA,NA,NA,NA,"zooxanthellate",2.69897000433602,"Caulastraea","furcata"
"250","Caulastraea tumida","Merulinidae",NA,NA,NA,"colonial",1.39794000867204,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2,"Caulastraea","tumida"
"251","Cladocora arbuscula","Oculinidae",NA,NA,NA,"colonial",0.462397997898956,NA,"branching_closed",NA,"atlantic",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Cladocora","arbuscula"
"252","Cladocora caespitosa","Oculinidae",NA,NA,NA,"colonial",0.653212513775344,NA,"massive",0.539076098792777,"atlantic",2.61909333062674,NA,0.74170298395774,2.61909333062674,NA,NA,NA,NA,"zooxanthellate",1.69897000433602,"Cladocora","caespitosa"
"253","Coelastrea aspera","Merulinidae",0.653212513775344,NA,1.1811286997473,"colonial",1.06069784035361,NA,"massive",0.602059991327962,"pacific",2.56139956044203,2.54406804435028,0.43023635341151,2.55469101661071,NA,NA,0.556302500767287,NA,"zooxanthellate",2.69897000433602,"Coelastrea","aspera"
"254","Coelastrea palauensis","Merulinidae",NA,NA,NA,"colonial",1.27415784926368,NA,"massive",NA,"pacific",NA,NA,-0.301029995663981,NA,NA,NA,NA,NA,"zooxanthellate",1.30102999566398,"Coelastrea","palauensis"
"255","Coeloseris mayeri","Agariciidae",NA,NA,NA,"colonial",1.07554696139253,NA,"massive",NA,"pacific",NA,NA,0.159867847092567,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Coeloseris","mayeri"
"256","Colpophyllia amaranthus","Mussidae",NA,NA,NA,"colonial",NA,NA,NA,NA,"atlantic",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Colpophyllia","amaranthus"
"257","Colpophyllia breviserialis","Mussidae",NA,NA,NA,"colonial",1.19312459835446,NA,NA,NA,"atlantic",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",1.69897000433602,"Colpophyllia","breviserialis"
"258","Colpophyllia natans","Mussidae",NA,NA,NA,"colonial",1.11058971029925,NA,"massive",0.936479075188362,"atlantic",NA,NA,NA,NA,NA,-0.0757207139381184,NA,NA,"zooxanthellate",2.30102999566398,"Colpophyllia","natans"
"259","Coscinaraea columna","Coscinaraeidae",NA,NA,NA,"colonial",0.778151250383644,NA,"massive",NA,"pacific",NA,NA,0.999130541287371,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Coscinaraea","columna"
"260","Coscinaraea crassa","Coscinaraeidae",NA,NA,NA,"colonial",1.11058971029925,NA,"encrusting",NA,"pacific",NA,NA,-0.259637310505756,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Coscinaraea","crassa"
"261","Coscinaraea exesa","Coscinaraeidae",NA,NA,NA,"colonial",0.785329835010767,NA,"columnar",NA,"pacific",NA,NA,0.532244643626582,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Coscinaraea","exesa"
"262","Coscinaraea hahazimaensis","Coscinaraeidae",NA,NA,NA,"colonial",0.477121254719662,NA,"massive",NA,"pacific",NA,NA,1.04575314759414,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Coscinaraea","hahazimaensis"
"263","Coscinaraea marshae","Coscinaraeidae",NA,NA,NA,"colonial",0.724275869600789,NA,"encrusting",NA,"pacific",NA,NA,0.860936620700094,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Coscinaraea","marshae"
"264","Coscinaraea mcneilli","Coscinaraeidae",NA,NA,NA,"colonial",0.763427993562937,NA,"encrusting",NA,"pacific",NA,NA,0.595716619943424,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Coscinaraea","mcneilli"
"265","Coscinaraea monile","Coscinaraeidae",NA,NA,NA,"colonial",0.698970004336019,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Coscinaraea","monile"
"266","Craterastrea levis","Coscinaraeidae",NA,NA,NA,NA,-0.0969100130080564,NA,"laminar",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Craterastrea","levis"
"267","Ctenactis albitentaculata","Fungiidae",NA,NA,NA,"solitary",2.41497334797082,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",1.41497334797082,"Ctenactis","albitentaculata"
"268","Ctenactis crassa","Fungiidae",NA,NA,NA,"solitary",2.37291200297011,NA,"massive",NA,"pacific",2.19033169817029,NA,NA,2.19033169817029,NA,NA,NA,NA,"zooxanthellate",1.37291200297011,"Ctenactis","crassa"
"269","Ctenactis echinata","Fungiidae",NA,NA,NA,"solitary",2.45331834004704,NA,"massive",NA,"pacific",2.42488163663107,NA,NA,2.42488163663107,NA,NA,NA,NA,"zooxanthellate",1.45331834004704,"Ctenactis","echinata"
"270","Ctenella chagius","Euphylliidae",NA,NA,NA,"colonial",0.643452676486187,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Ctenella","chagius"
"271","Cycloseris boschmai","Fungiidae",NA,NA,NA,"solitary",1.69897000433602,NA,"massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",0.698970004336019,"Cycloseris","boschmai"
"272","Cycloseris costulata","Fungiidae",NA,NA,NA,"solitary",1.88081359228079,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",0.903089986991944,"Cycloseris","costulata"
"273","Cycloseris curvata","Fungiidae",NA,NA,NA,"solitary",1.90848501887865,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",0.954242509439325,"Cycloseris","curvata"
"274","Cycloseris cyclolites","Fungiidae",NA,NA,NA,"solitary",1.55266821611219,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",1.60205999132796,"Cycloseris","cyclolites"
"275","Cycloseris distorta","Fungiidae",NA,NA,NA,"solitary",1.60205999132796,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",0.602059991327962,"Cycloseris","distorta"
"276","Cycloseris explanulata","Fungiidae",NA,NA,NA,"solitary",0.653212513775344,NA,"laminar",NA,"pacific",NA,NA,0.722716167488495,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Cycloseris","explanulata"
"277","Cycloseris fragilis","Fungiidae",NA,NA,NA,"solitary",1.68124123737559,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",0.845098040014257,"Cycloseris","fragilis"
"278","Cycloseris hexagonalis","Fungiidae",NA,NA,NA,"solitary",1.46239799789896,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",0.954242509439325,"Cycloseris","hexagonalis"
"279","Cycloseris mokai","Fungiidae",NA,NA,NA,"solitary",0.8750612633917,NA,"massive",NA,"pacific",NA,NA,0.719579857713723,NA,NA,NA,NA,NA,"zooxanthellate",1,"Cycloseris","mokai"
"280","Cycloseris sinensis","Fungiidae",NA,NA,NA,"solitary",1.73878055848437,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",0.740362689494244,"Cycloseris","sinensis"
"281","Cycloseris somervillei","Fungiidae",NA,NA,NA,"solitary",2.13097669160562,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",1.11394335230684,"Cycloseris","somervillei"
"282","Cycloseris tenuis","Fungiidae",NA,NA,NA,"solitary",1.66931688056611,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",0.672097857935718,"Cycloseris","tenuis"
"283","Cycloseris vaughani","Fungiidae",NA,NA,NA,"solitary",1.76715586608218,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",0.763427993562937,"Cycloseris","vaughani"
"284","Cycloseris wellsi","Fungiidae",NA,NA,NA,"solitary",0.397940008672038,NA,"laminar",NA,"pacific",NA,NA,0.857332496431269,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Cycloseris","wellsi"
"285","Cynarina lacrymalis","Lobophylliidae",NA,NA,NA,"solitary",1.92941892571429,NA,"massive",NA,"pacific",NA,3.55022835305509,NA,NA,NA,NA,NA,NA,"zooxanthellate",0.929418925714293,"Cynarina","lacrymalis"
"286","Cyphastrea agassizi","Merulinidae",NA,NA,NA,"colonial",0.342422680822206,NA,"massive",NA,"pacific",NA,NA,1.12492787911053,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Cyphastrea","agassizi"
"287","Cyphastrea chalcidicum","Merulinidae",NA,NA,NA,"colonial",0.447158031342219,NA,"massive",NA,"pacific",2.48572142648158,NA,1.14764541250174,NA,NA,NA,NA,NA,"zooxanthellate",2,"Cyphastrea","chalcidicum"
"288","Cyphastrea decadia","Merulinidae",NA,NA,NA,"colonial",0.447158031342219,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Cyphastrea","decadia"
"289","Cyphastrea hexasepta","Merulinidae",NA,NA,NA,"colonial",0,NA,"massive",NA,"pacific",NA,NA,1.38533810780905,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Cyphastrea","hexasepta"
"290","Cyphastrea japonica","Merulinidae",NA,NA,NA,"colonial",0.278753600952829,NA,"massive",NA,"pacific",NA,NA,1.32099741679422,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Cyphastrea","japonica"
"291","Cyphastrea microphthalma","Merulinidae",NA,NA,NA,"colonial",0.431363764158987,NA,"massive",NA,"pacific",2.46760810558363,1.98287400132773,1.06133936683707,2.45636603312904,NA,NA,NA,NA,"zooxanthellate",NA,"Cyphastrea","microphthalma"
"292","Cyphastrea ocellina","Merulinidae",0.301029995663981,NA,NA,"colonial",0.397940008672038,NA,"massive",0.512550992904211,"pacific",NA,1.38021124171161,0.8252313231999,2.72310368407621,NA,NA,NA,NA,"zooxanthellate",NA,"Cyphastrea","ocellina"
"293","Cyphastrea serailia","Merulinidae",NA,NA,NA,"colonial",0.380211241711606,NA,"massive",0.693140460675295,"pacific",2.49623754516674,2.20030318298158,1.03446802275504,2.47712125471966,NA,NA,NA,NA,"zooxanthellate",NA,"Cyphastrea","serailia"
"294","Danafungia horrida","Fungiidae",NA,NA,NA,"solitary",2.3096301674259,NA,"massive",NA,"pacific",2.33243845991561,NA,NA,2.33243845991561,NA,NA,NA,NA,"zooxanthellate",1.30102999566398,"Danafungia","horrida"
"295","Danafungia scruposa","Fungiidae",NA,NA,NA,"solitary",2.04532297878666,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",1.38021124171161,"Danafungia","scruposa"
"296","Dendrogyra cylindrus","Meandrinidae",NA,NA,NA,"colonial",0.6232492903979,NA,"columnar",1.28160144382566,"atlantic",NA,2.30102999566398,0.567966906823154,NA,NA,NA,NA,NA,"zooxanthellate",2.30102999566398,"Dendrogyra","cylindrus"
"297","Dichocoenia stellaris","Meandrinidae",NA,NA,NA,"colonial",NA,NA,NA,NA,"atlantic",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",1.47712125471966,"Dichocoenia","stellaris"
"298","Dichocoenia stokesi","Meandrinidae",NA,NA,NA,"colonial",1.04921802267018,NA,"massive",NA,"atlantic",NA,NA,0.228400358703005,NA,NA,0.309630167425899,NA,NA,"zooxanthellate",1.74036268949424,"Dichocoenia","stokesi"
"299","Dichopsammia granulosa","Dendrophylliidae",NA,NA,NA,"colonial",NA,NA,NA,NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"both",NA,"Dichopsammia","granulosa"
"300","Diploastrea heliopora","Diploastraeidae",NA,NA,NA,"colonial",0.954242509439325,NA,"massive",0.386033719412564,"pacific",2.46239799789896,NA,0.0480531731156091,NA,NA,NA,NA,NA,"zooxanthellate",2.84509804001426,"Diploastrea","heliopora"
"301","Diploria labyrinthiformis","Mussidae",NA,NA,NA,"colonial",0.88309335857569,NA,"massive",0.611381866597561,"atlantic",NA,1.56229286445647,NA,NA,NA,0.144574207609616,NA,NA,"zooxanthellate",2.30102999566398,"Diploria","labyrinthiformis"
"302","Dipsastraea albida","Merulinidae",NA,NA,NA,"colonial",1.08278537031645,NA,"massive",NA,"pacific",NA,NA,0.129689892199301,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Dipsastraea","albida"
"303","Dipsastraea amicorum","Merulinidae",NA,NA,NA,"colonial",1.12057393120585,NA,"massive",NA,"pacific",NA,NA,-0.100179497572904,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Dipsastraea","amicorum"
"304","Dipsastraea camranensis","Merulinidae",NA,NA,NA,NA,1.07918124604762,NA,"massive",NA,NA,NA,NA,0.230448921378274,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Dipsastraea","camranensis"
"305","Dipsastraea danai","Merulinidae",NA,NA,NA,"colonial",0.963787827345555,NA,"massive",NA,"pacific",NA,NA,0.109240968588203,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Dipsastraea","danai"
"306","Dipsastraea faviaformis","Merulinidae",NA,NA,NA,"colonial",1.31386722036915,NA,"massive",NA,"pacific",NA,NA,-0.334419008982047,NA,NA,NA,NA,NA,"zooxanthellate",1.30102999566398,"Dipsastraea","faviaformis"
"307","Dipsastraea favus","Merulinidae",NA,NA,NA,"colonial",1,NA,"massive",NA,"pacific",NA,3,-0.0266412001136023,NA,NA,NA,NA,NA,"zooxanthellate",1.56820172406699,"Dipsastraea","favus"
"308","Dipsastraea helianthoides","Merulinidae",NA,NA,NA,"colonial",0.954242509439325,NA,"massive",NA,"pacific",NA,NA,0.024895960107485,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Dipsastraea","helianthoides"
"309","Dipsastraea lacuna","Merulinidae",NA,NA,NA,"colonial",0.991226075692495,NA,"massive",NA,"pacific",NA,NA,0.203304916138483,NA,NA,NA,NA,NA,"zooxanthellate",2,"Dipsastraea","lacuna"
"310","Dipsastraea laddi","Merulinidae",NA,NA,NA,"colonial",0.832508912706236,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Dipsastraea","laddi"
"311","Dipsastraea laxa","Merulinidae",NA,NA,NA,"colonial",0.763427993562937,NA,"massive",NA,"pacific",2.59659709562646,NA,0.352182518111362,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Dipsastraea","laxa"
"312","Dipsastraea lizardensis","Merulinidae",NA,NA,NA,"colonial",1.22271647114758,NA,"massive",NA,"pacific",NA,NA,-0.201349354554731,NA,NA,NA,NA,NA,"zooxanthellate",2,"Dipsastraea","lizardensis"
"313","Dipsastraea maritima","Merulinidae",NA,NA,NA,"colonial",1.27415784926368,NA,"massive",NA,"pacific",NA,NA,-0.657577319177794,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Dipsastraea","maritima"
"314","Dipsastraea marshae","Merulinidae",NA,NA,NA,"colonial",1.28555730900777,NA,"massive",NA,"pacific",NA,NA,-0.393618634889395,NA,NA,NA,NA,NA,"zooxanthellate",1.77815125038364,"Dipsastraea","marshae"
"315","Dipsastraea matthaii","Merulinidae",NA,NA,NA,"colonial",1.13987908640124,NA,"massive",NA,"pacific",NA,NA,0.0174507295105361,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Dipsastraea","matthaii"
"316","Dipsastraea maxima","Merulinidae",NA,NA,NA,"colonial",1.46239799789896,NA,"massive",NA,"pacific",NA,NA,-0.481486060122112,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Dipsastraea","maxima"
"317","Dipsastraea mirabilis","Merulinidae",NA,NA,NA,"colonial",1,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Dipsastraea","mirabilis"
"318","Dipsastraea pallida","Merulinidae",0.903089986991944,NA,NA,"colonial",1.00860017176192,NA,"massive",0.633468455579587,"pacific",2.61734987392198,NA,0.0132586652835165,2.59217675739587,NA,0.155336037465062,NA,NA,"zooxanthellate",NA,"Dipsastraea","pallida"
"319","Dipsastraea rosaria","Merulinidae",NA,NA,NA,"colonial",0.968482948553935,NA,"encrusting",NA,"pacific",NA,NA,0.269045709657623,NA,NA,NA,NA,NA,"zooxanthellate",2,"Dipsastraea","rosaria"
"320","Dipsastraea rotumana","Merulinidae",NA,NA,NA,"colonial",1.15228834438306,NA,"massive",NA,"pacific",NA,NA,0,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Dipsastraea","rotumana"
"321","Dipsastraea speciosa","Merulinidae",NA,NA,NA,"colonial",0.99563519459755,NA,"massive",0.796147193287231,"pacific",2.62428209583567,NA,-0.0127807700919951,NA,NA,NA,NA,NA,"zooxanthellate",1.8750612633917,"Dipsastraea","speciosa"
"322","Dipsastraea truncata","Merulinidae",NA,NA,NA,"colonial",1.02118929906994,NA,"massive",NA,"pacific",NA,NA,0.0174507295105361,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Dipsastraea","truncata"
"323","Dipsastraea veroni","Merulinidae",NA,NA,NA,"colonial",1.24303804868629,NA,"massive",NA,"pacific",NA,NA,-0.308918507877032,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Dipsastraea","veroni"
"324","Dipsastraea vietnamensis","Merulinidae",NA,NA,NA,"colonial",1.14921911265538,NA,"massive",NA,"pacific",NA,NA,0.0948203803547999,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Dipsastraea","vietnamensis"
"325","Dipsastraea wisseli","Merulinidae",NA,NA,NA,"colonial",1.23044892137827,NA,"massive",NA,"pacific",NA,NA,-0.522878745280338,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Dipsastraea","wisseli"
"326","Duncanopsammia axifuga","Dendrophylliidae",NA,NA,NA,"colonial",1.02118929906994,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Duncanopsammia","axifuga"
"327","Duncanopsammia peltata","Dendrophylliidae",NA,NA,NA,"colonial",0.681241237375587,NA,"laminar",NA,"pacific",NA,NA,0.321184027302314,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Duncanopsammia","peltata"
"328","Echinomorpha nishihirai","Lobophylliidae",NA,NA,NA,"both",2.06258198422816,NA,"encrusting",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Echinomorpha","nishihirai"
"329","Echinophyllia aspera","Lobophylliidae",NA,NA,NA,"colonial",1.03742649794062,NA,"laminar",NA,"pacific",2.6170003411209,NA,-0.148130399270234,2.64345267648619,NA,NA,NA,NA,"zooxanthellate",NA,"Echinophyllia","aspera"
"330","Echinophyllia costata","Lobophylliidae",NA,NA,NA,"colonial",0.778151250383644,NA,"laminar",NA,"pacific",NA,NA,0.121559844187501,NA,NA,NA,NA,NA,"zooxanthellate",1.90308998699194,"Echinophyllia","costata"
"331","Echinophyllia echinata","Lobophylliidae",NA,NA,NA,"colonial",1.11058971029925,NA,"laminar",NA,"pacific",NA,NA,-0.501689446210399,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Echinophyllia","echinata"
"332","Echinophyllia echinoporoides","Lobophylliidae",NA,NA,NA,"colonial",0.755874855672491,NA,"encrusting",NA,"pacific",NA,NA,0.378034322457331,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Echinophyllia","echinoporoides"
"333","Echinophyllia maxima","Lobophylliidae",NA,NA,NA,"colonial",1.20411998265592,NA,"laminar",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Echinophyllia","maxima"
"334","Echinophyllia orpheensis","Lobophylliidae",NA,NA,NA,"colonial",1.00432137378264,NA,"massive",NA,"pacific",NA,NA,-0.27083521030723,NA,NA,NA,NA,NA,"zooxanthellate",1.69897000433602,"Echinophyllia","orpheensis"
"335","Echinophyllia patula","Lobophylliidae",NA,NA,NA,"colonial",0.845098040014257,NA,"laminar",NA,"pacific",NA,NA,-0.112382699664264,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Echinophyllia","patula"
"336","Echinophyllia pectinata","Lobophylliidae",NA,NA,NA,"colonial",1.16136800223497,NA,"encrusting",NA,"pacific",NA,NA,-0.380906669373257,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Echinophyllia","pectinata"
"337","Echinophyllia tarae","Mussidae",NA,NA,NA,NA,1.51851393987789,NA,"laminar",NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Echinophyllia","tarae"
"338","Echinopora ashmorensis","Merulinidae",NA,NA,NA,"colonial",0.707570176097936,NA,"columnar",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2.30102999566398,"Echinopora","ashmorensis"
"339","Echinopora forskaliana","Merulinidae",NA,NA,NA,"colonial",0.763427993562937,NA,"massive",NA,"pacific",NA,NA,0.0124153747624329,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Echinopora","forskaliana"
"340","Echinopora fruticulosa","Merulinidae",NA,NA,NA,"colonial",0.681241237375587,NA,"branching_closed",NA,"pacific",NA,NA,0.132899769944483,NA,NA,NA,NA,NA,"zooxanthellate",2.30102999566398,"Echinopora","fruticulosa"
"341","Echinopora gemmacea","Merulinidae",NA,NA,NA,"colonial",0.6232492903979,NA,"laminar",NA,"pacific",2.53147891704225,1.40483371661994,0.41946007278607,2.53147891704225,NA,NA,NA,NA,"zooxanthellate",NA,"Echinopora","gemmacea"
"342","Echinopora grandicula","Merulinidae",NA,NA,NA,NA,1.12057393120585,NA,"encrusting",NA,NA,NA,NA,-0.301029995663981,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Echinopora","grandicula"
"343","Echinopora hirsutissima","Merulinidae",NA,NA,NA,"colonial",0.6232492903979,NA,"massive",NA,"pacific",NA,NA,0.473048805088538,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Echinopora","hirsutissima"
"344","Echinopora horrida","Merulinidae",NA,NA,NA,"colonial",0.380211241711606,NA,"columnar",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2.69897000433602,"Echinopora","horrida"
"345","Echinopora irregularis","Merulinidae",NA,NA,NA,"colonial",0.6232492903979,NA,"digitate",NA,"pacific",NA,NA,0.534787358629492,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Echinopora","irregularis"
"346","Echinopora lamellosa","Merulinidae",NA,NA,NA,"colonial",0.531478917042255,NA,"laminar",NA,"pacific",2.41664050733828,NA,0.717920025836994,NA,NA,NA,NA,NA,"zooxanthellate",2.69897000433602,"Echinopora","lamellosa"
"347","Echinopora mammiformis","Merulinidae",NA,NA,NA,"colonial",0.949390006644913,NA,"columnar",NA,"pacific",NA,NA,0.182984967003582,NA,NA,NA,NA,NA,"zooxanthellate",2.69897000433602,"Echinopora","mammiformis"
"348","Echinopora pacificus","Merulinidae",NA,NA,NA,"colonial",0.662757831681574,NA,"laminar",NA,"pacific",NA,NA,0.371990911464915,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Echinopora","pacificus"
"349","Echinopora robusta","Merulinidae",NA,NA,NA,"colonial",0.934498451243568,NA,"massive",NA,"pacific",NA,NA,0.110589710299249,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Echinopora","robusta"
"350","Echinopora taylorae","Merulinidae",NA,NA,NA,"colonial",0.698970004336019,NA,"laminar",NA,"pacific",NA,NA,0.0655797147284484,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Echinopora","taylorae"
"351","Echinopora tiranensis","Merulinidae",NA,NA,NA,"colonial",0.544068044350276,NA,"digitate",NA,"pacific",NA,NA,0.0277572046905535,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Echinopora","tiranensis"
"352","Enigmopora darveliensis","Acroporidae",NA,NA,NA,NA,0,NA,"branching_open",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Enigmopora","darveliensis"
"353","Erythrastrea flabellata","Merulinidae",NA,NA,NA,"colonial",1.14612803567824,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2,"Erythrastrea","flabellata"
"354","Euphyllia ancora","Euphylliidae",NA,NA,NA,"colonial",1.65321251377534,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2,"Euphyllia","ancora"
"355","Euphyllia cristata","Euphylliidae",NA,NA,NA,"colonial",1.39794000867204,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",1.07918124604762,"Euphyllia","cristata"
"356","Euphyllia divisa","Euphylliidae",NA,NA,NA,"colonial",1.34242268082221,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2,"Euphyllia","divisa"
"357","Euphyllia fimbriata","Euphylliidae",NA,NA,NA,"colonial",NA,NA,NA,NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Euphyllia","fimbriata"
"358","Euphyllia glabrescens","Euphylliidae",NA,NA,NA,"colonial",1.27875360095283,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Euphyllia","glabrescens"
"359","Euphyllia paraancora","Euphylliidae",NA,NA,NA,"colonial",1.47712125471966,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Euphyllia","paraancora"
"360","Euphyllia paradivisa","Euphylliidae",NA,NA,NA,"colonial",1.65321251377534,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Euphyllia","paradivisa"
"361","Euphyllia paraglabrescens","Euphylliidae",NA,NA,NA,"colonial",1.70757017609794,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Euphyllia","paraglabrescens"
